text,true_label,pred_label
"không gian tổng quát Địa điểm ấm áp, nhìn chung là ổn, giá cả phải chăng, nhân viên phục vụ tận tình, ăn bét nhè mà hết có 500k, túm lại là ưng ý.",2,2
"phục vụ tổng quát Địa điểm ấm áp, nhìn chung là ổn, giá cả phải chăng, nhân viên phục vụ tận tình, ăn bét nhè mà hết có 500k, túm lại là ưng ý.",2,2
"thức ăn giá tiền Địa điểm ấm áp, nhìn chung là ổn, giá cả phải chăng, nhân viên phục vụ tận tình, ăn bét nhè mà hết có 500k, túm lại là ưng ý.",2,2
"nhà hàng giá tiền Địa điểm ấm áp, nhìn chung là ổn, giá cả phải chăng, nhân viên phục vụ tận tình, ăn bét nhè mà hết có 500k, túm lại là ưng ý.",2,2
"nhà hàng tổng quát Mình ăn ở quán này chắc cũng phải chục năm rồi, giờ xa SG lâu lâu có dịp về lại vẫn hay ghé quán để thưởng thức hương vị yêu thích.",2,2
"nhà hàng giá tiền Đi Cn giá vé ng lớn 280k, 1m đến 1m4 giá 135k.",1,1
"phục vụ tổng quát Nói chung uống được, nhân viên được, có thể sẽ quay lại thử món khác.",2,2
"đồ uống chất lượng Nói chung uống được, nhân viên được, có thể sẽ quay lại thử món khác.",2,2
"thức ăn giá tiền Chất lượng:thèm steak nên đi mình ên ra đây kêu 1 phần Rib eye 300gr loại US Black Angus hoy, 315k phần này.",1,1
"thức ăn loại Chất lượng:thèm steak nên đi mình ên ra đây kêu 1 phần Rib eye 300gr loại US Black Angus hoy, 315k phần này.",1,1
thức ăn chất lượng Cốt bánh mềm mịn.,2,2
phục vụ tổng quát Ông chủ là người Hàn ở ngay quầy tính tiền luôn.,1,2
"thức ăn loại Trước ăn bún bò thôi, nay bụng no no nên ăn thử bánh bột lọc.",1,2
nhà hàng tổng quát Nói chung là không bao giờ uống cái gì ở đây thêm một lần nào nữa.,0,2
thức ăn giá tiền Phần beefsteak thấp nhất là Top Blade 150g 95k.,1,1
thức ăn loại Phần beefsteak thấp nhất là Top Blade 150g 95k.,1,1
"nhà hàng điều khoản khác Ngay khung giờ khuyến mãi 17h, 19h được tặng voucher free 1 nước bất kỳ trong khung giờ vàng này.",2,2
"nhà hàng tổng quát Phải nói là Đen Đá k bao h làm mình thất vọng, bất kể mình gọi món nước hay thức ăn gì cũng v, cái gì cũng ngon hết trơn 😍😍😍.",2,2
không gian tổng quát 🔴 Không gian:vì quán Nhật nên thiết kế theo phong cách hoàn toàn của Nhật.,2,2
thức ăn loại Chè thì có chè nóng và chè lạnh.,1,1
"nhà hàng giá tiền Nói chung giá 79k như vậy là ổn, mong sau này sẽ refill món nhanh hơn.",1,2
nhà hàng tổng quát Rất thơm rất béo rất thanh nên ngon lắm.,2,2
thức ăn loại Đồ nhúng thì đa dạng váng đậu cũng ngon.,2,2
thức ăn chất lượng Đồ nhúng thì đa dạng váng đậu cũng ngon.,2,2
nhà hàng tổng quát Một ấn tượng k hẳn là xấu nhưng k quá tốt trong lòng mình vs thương hiệu Osaka.,1,2
"thức ăn chất lượng Mì bình thường, thịt nướng ngon, gia vị thấm, mềm.",2,2
"thức ăn loại Mì bình thường, thịt nướng ngon, gia vị thấm, mềm.",1,1
"đồ uống chất lượng K biết có phải do quá đông hay k mà mình uống thấy cực kì nhạt và k ngon, dù mình chọn ít đá và ngọt nhiều, trân châu thì dai ngon miễn bàn rồi, chỉ có vị trà sữa hơi làm mình thất vọng.",1,1
"đồ uống loại K biết có phải do quá đông hay k mà mình uống thấy cực kì nhạt và k ngon, dù mình chọn ít đá và ngọt nhiều, trân châu thì dai ngon miễn bàn rồi, chỉ có vị trà sữa hơi làm mình thất vọng.",1,0
"thức ăn chất lượng Mì đem ra thì ôi thôi nhìn nuốt không nỗi, nhão nhẹt.",0,0
thức ăn chất lượng Vị hot nhất Strawberry Honey Blossom Frappuccino thì có vẻ hơi béo.,1,0
"đồ uống chất lượng Các món nước hao quả có vẻ được pha loãng quá nhiều, quá nhạt nhẽo.",0,0
nhà hàng giá tiền Giá cả thì hơi cao so với chất lượng.,0,0
"nhà hàng tổng quát Quán cũng không đông lắm, pizza có cũng khá nhanh.",1,1
"phục vụ tổng quát Quán cũng không đông lắm, pizza có cũng khá nhanh.",2,2
"thức ăn chất lượng Điểm trừ là đồ ăn nguội, một số món còn chấp nhận được, một số món ăn không nổi.",0,1
"thức ăn chất lượng Nước lẩu đầu ngon, nước cuối lại hơi mặn.",2,2
"vị trí tổng quát Vị Trí:ngay trung tâm nên dễ tìm, lại đối diện Bitexco nên vị trí đắt đỏ cực kì.",2,2
nhà hàng giá tiền * Giá:tổng cộng bill của tụi mình là hơn 200k.,1,1
"đồ uống chất lượng Trà sữa thơm trà chứ ko thơm sữa, vị cũng ko nổi bật mấy.",1,1
"nhà hàng giá tiền Ăn quá chừng ăn mà có 100k, mà toàn là ăn xong chưa đã kêu ăn tiếp thôi đó haha.",2,2
"đồ uống giá tiền Mình uống trà sữa King Olong thêm trân châu đen và thạch, thêm topping 10k 1 món á, mắc ghê.",0,1
"đồ uống loại Mình uống trà sữa King Olong thêm trân châu đen và thạch, thêm topping 10k 1 món á, mắc ghê.",1,1
"thức ăn chất lượng Nhưng cũng phải nói lại, có miếng cá trong mì ăn rất tuyệt, mùi vị thơm và thịt chắc, điều này không làm mình có cảm giác mình đang ăn phải đồ đông lạnh đâu ^ ^.",2,2
"thức ăn loại Nhưng cũng phải nói lại, có miếng cá trong mì ăn rất tuyệt, mùi vị thơm và thịt chắc, điều này không làm mình có cảm giác mình đang ăn phải đồ đông lạnh đâu ^ ^.",2,2
"thức ăn loại À, ngoài ra còn có vài món nhậu bình dân, chiều tối cũng nhiều quý ông Huế đến lai rai lắm ấy chứ.",1,2
đồ uống loại 1 ly ăn hết cũng hơi no do hơi bị nhiều.,2,0
nhà hàng tổng quát Nói chung là rất ngon không phải bàn hen.,2,2
"thức ăn loại Vị cà ri thơm cay nhẹ, rau củ hầm nhừ cùng thịt bò, ăn không đã ngon rồi, lại thêm mấy lát thịt hun khói rán hơi cháy cạnh tuyệt ngon 😭😭😭.",2,1
"thức ăn chất lượng Vị cà ri thơm cay nhẹ, rau củ hầm nhừ cùng thịt bò, ăn không đã ngon rồi, lại thêm mấy lát thịt hun khói rán hơi cháy cạnh tuyệt ngon 😭😭😭.",2,2
"vị trí tổng quát Quán mặt đường nên khỏi bàn cãi về vị trí ha, rất dễ tìm.",2,2
"thức ăn loại Thích nhất là nem nướng, bò sốt tiêu, chạo tôm.",2,1
thức ăn loại Có điều trong hình lớp phomai khá nhiều vs dày nhưng mua về chỉ có 2 lớp phomai mỏng dánh hà.,0,2
"thức ăn chất lượng Salad ceasa có thịt nguội, chắc do ăn k quen nên cảm thấy k ngon.",0,1
"thức ăn loại Salad ceasa có thịt nguội, chắc do ăn k quen nên cảm thấy k ngon.",2,1
nhà hàng điều khoản khác Nhất là nhà vệ sinh trang trí theo kiểu này nhìn dơ dơ sao ấy.,0,0
"thức ăn loại Gà lên mâm bao ngon, gỏi tuyệt vời bị cái hơi nhiều củ hành.",0,0
"thức ăn chất lượng Gà lên mâm bao ngon, gỏi tuyệt vời bị cái hơi nhiều củ hành.",2,2
"thức ăn chất lượng Giá đồ ăn và nước, cộng VAT mặc định nữa là 350k, nhưng ko thoả mãn do đồ ăn ko ngon.",0,0
"nhà hàng giá tiền Giá đồ ăn và nước, cộng VAT mặc định nữa là 350k, nhưng ko thoả mãn do đồ ăn ko ngon.",1,0
"phục vụ tổng quát Có 1 bạn mình xin thêm 1 phần bắp cải trộn, bản gật đầu rồi mà hoài mình không thấy đem ra, mà thấy đứng trong quầy uống nước, nên mình gọi quản lý để lấy luôn thì nhanh.",0,0
"thức ăn chất lượng + + + 2 cốc kem mặn:Kem mặn rất béo ngậy, nhưng uống thêm hơi ngấy, cũng tạm ổn.",2,1
"đồ uống chất lượng + + + 2 cốc kem mặn:Kem mặn rất béo ngậy, nhưng uống thêm hơi ngấy, cũng tạm ổn.",1,1
"thức ăn chất lượng Salat thì tươi ngon nha..về trang trí thì thui, đẹp lắm, nhìn hok nỡ ăn luôn ý.",2,2
"thức ăn loại Salat thì tươi ngon nha..về trang trí thì thui, đẹp lắm, nhìn hok nỡ ăn luôn ý.",2,2
thức ăn loại Mình hay gọi phần bò số 1 va( chỉ có trứng với bò) và phân thập cầm nhưng mình thích phần 1 hơn vì phần đó sẽ cho nhiều bò hon các phần khác.,2,1
thức ăn chất lượng Kem của quán cũng khá ngon.,2,2
nhà hàng tổng quát Quán rất đông khách nên hơi ồn.,2,2
không gian tổng quát Quán rất đông khách nên hơi ồn.,0,0
"thức ăn loại Món mì soba với cá hồi:Cá hồi phile rán rất vừa, thịt siêu juicy nha, mì soba ăn lạ, à có cả rau kale nữa, rau này ăn lạ lạ, chế biến ăn giống rong biển luôn @ @, nói chung món này oke, mình thích nhất á.",2,1
"thức ăn chất lượng Món mì soba với cá hồi:Cá hồi phile rán rất vừa, thịt siêu juicy nha, mì soba ăn lạ, à có cả rau kale nữa, rau này ăn lạ lạ, chế biến ăn giống rong biển luôn @ @, nói chung món này oke, mình thích nhất á.",2,2
đồ uống chất lượng Matcha ngon lắm mà trà xanh thì rất bình thường luôn.,2,1
đồ uống loại Matcha ngon lắm mà trà xanh thì rất bình thường luôn.,1,1
"không gian tổng quát Phòng ăn trên tầng, mùa hè lúc nào cũng điều hoà mát rượi luôn.",2,2
"nhà hàng điều khoản khác Phòng ăn trên tầng, mùa hè lúc nào cũng điều hoà mát rượi luôn.",2,2
"thức ăn chất lượng Cá ngon lắm ý, giòn tan thơm mềm và không bị khô.",2,2
"không gian tổng quát Không gian quán cũng khá đẹp, bắt mắt.",2,2
nhà hàng giá tiền Hai đứa ăn hết gần 300k cũng hơi đắt xíu.,0,0
nhà hàng điều khoản khác Order mang về cuốn thêm giấy bạc nên hok sợ bị đỗ ra.,2,2
"thức ăn loại Năm 2017 Dunkin có mấy vị bánh noel cute mà tên rõ buồn cười ấy, hươu nhảy múa rồi lẩu 1 người, cây thông và ng tuyết thì không nhớ nhưng mấy bánh này đặc biệt nên giá là 25 k / cái nhé, bánh thường 20k thui.",2,2
"thức ăn giá tiền Năm 2017 Dunkin có mấy vị bánh noel cute mà tên rõ buồn cười ấy, hươu nhảy múa rồi lẩu 1 người, cây thông và ng tuyết thì không nhớ nhưng mấy bánh này đặc biệt nên giá là 25 k / cái nhé, bánh thường 20k thui.",1,1
nhà hàng giá tiền Giá mắc và thái độ phục vụ không tốt.,0,0
phục vụ tổng quát Giá mắc và thái độ phục vụ không tốt.,0,0
"phục vụ tổng quát Bạn nam nv đó mình thấy mặc áo bên sasin, tức là đã được làm nv chính thức, nhưng mình thấy bạn ấy mất tập trung và cách xử lý tình huống không chuyên nghiệp tí nào.",0,0
đồ uống chất lượng Theo cảm nhận của mình thì món uống ổn nhưng mình không thích lắm vì có khá nhiều sữa đặ nên khá là béo đối với mình.,1,1
đồ uống loại Theo cảm nhận của mình thì món uống ổn nhưng mình không thích lắm vì có khá nhiều sữa đặ nên khá là béo đối với mình.,2,2
thức ăn chất lượng Theo mình thấy thì ăn bánh toast r kèm miếng kem theo là ngon nhất.,2,2
thức ăn loại Theo mình thấy thì ăn bánh toast r kèm miếng kem theo là ngon nhất.,1,1
nhà hàng tổng quát Đã đi nhiều lần nhiều chi nhánh và thích chi nhánh nay nhất.,2,2
phục vụ tổng quát Được cái 2 chị bên foody nhiệt tình lắm dễ thương ghê kiểu ráng lấy code cho khách nhanh nhất có thể support mọi người nữa 😂.,2,2
nhà hàng điều khoản khác Đèn đuốt thì thiếu sáng.,0,0
"thức ăn chất lượng Điểm mình không thích lắm là tôm có con được, con thì lại bị bở, không ngon.",0,0
thức ăn loại Món hay ăn ở đây nhất là burger saturday và mỳ trứng bắt mắt :)).,2,1
thức ăn loại Ăn 1 đĩa hai đứa không có đủ.,1,0
"vị trí tổng quát Vị trí ngay trung tâm mê cung đường hoa, bên cạnh khu ăn uống Phan Xích Long.",1,1
"đồ uống giá tiền Muốn ăn món toast lava lâu rồi, giờ mới đi, tới gọi 1 ly trà hoa hồng macchiato size L, 1 toast lava 59 k.",1,1
"đồ uống loại Muốn ăn món toast lava lâu rồi, giờ mới đi, tới gọi 1 ly trà hoa hồng macchiato size L, 1 toast lava 59 k.",1,1
"thức ăn chất lượng Lẩu thì mình ăn lẩu cá bóp và cá song ăn rất ngon, đậm vị, cá tươi sống.",2,2
"thức ăn loại Lẩu thì mình ăn lẩu cá bóp và cá song ăn rất ngon, đậm vị, cá tươi sống.",1,1
"thức ăn loại Chè ở đây ăn khá ngon, mình gọi 1 cốc đỗ đen mà đầy bự 1 bát luôn, chè đồng giá 10k mà ăn ngon thì quả k phí tiền.",2,2
"thức ăn giá tiền Chè ở đây ăn khá ngon, mình gọi 1 cốc đỗ đen mà đầy bự 1 bát luôn, chè đồng giá 10k mà ăn ngon thì quả k phí tiền.",2,1
"thức ăn chất lượng Chè ở đây ăn khá ngon, mình gọi 1 cốc đỗ đen mà đầy bự 1 bát luôn, chè đồng giá 10k mà ăn ngon thì quả k phí tiền.",2,2
"phục vụ tổng quát Nhân viên phục vụ thì nói nặng với khách hàng( không phải là mình mà là các bạn nhỏ, do đi đông nên các bạn hơi hiếu động).",0,0
"thức ăn loại 1 vắt mì, phá lấu có bao tử, lá mía, đầy đủ nhưng hơi ít 1 xí.",0,0
"thức ăn giá tiền Về món ăn ngày hôm nay, gia đình mình chọn suất 329 / ng chưa gồm vat nước.",1,1
nhà hàng tổng quát Nhiều bạn bè giới thiệu quán Moon ' s Kitchen ngon nên đặt bàn đi thưởng thức.,2,2
"thức ăn chất lượng Có bánh tròn tròn áp chảo ăn kèm thì như khoai mì vậy, ngon lắm, ăn không cảm giá ngọt ngọt không bị ngán.",2,2
nhà hàng điều khoản khác Vì là tháng sinh nhật nên được giảm 10% nữa.,2,2
không gian tổng quát Cầu thang và ngoài ban công có thể chụp được rất nhiều hình art.,2,2
nhà hàng tổng quát Trong Takashimaya thì đảm bảo là lung linh rồi ☺️.,2,2
nhà hàng điều khoản khác Nhà hàng ko có được 1 cái chỗ giữ xe cho ra hồn.,0,0
"phục vụ tổng quát Mỗi phục vụ / bàn, thường xuyên châm thêm nước uống, thường xuyên thay đĩa mỗi món khác nhau.",2,0
vị trí tổng quát Đường đến quán sẽ hơi lạ nếu chưa dò bản đồ trước với đường khá nhỏ.,0,1
thức ăn loại Cơ mà cho ít sốt me qua.,0,0
nhà hàng tổng quát Quán cũng không đông lắm.,1,1
đồ uống loại Nước thì strong bow và soda chanh nha nhưng cho đường hơi ít toàn phải xin thêm.,0,0
"đồ uống chất lượng Trà đào pha vị vừa, có hơi vị trà chát chát.",2,2
thức ăn chất lượng Cơm lươn nướng thì khá ngon.,2,2
nhà hàng điều khoản khác Được chú chủ quán lì xì đầu năm nữa💞💞💞.,2,2
nhà hàng điều khoản khác Hôm mình tới thì quán mới khai trương mua 1 tặng 1.,2,2
vị trí tổng quát Nhìn chung đi vào là tìm quán khá là dễ vì nổi bật a.,2,2
"đồ uống chất lượng Vị Matcha ok hơn nha, ăn kèm bánh choco khá hợp.",2,2
"đồ uống loại Vị Matcha ok hơn nha, ăn kèm bánh choco khá hợp.",2,1
phục vụ tổng quát Nhân viên rất nhiệt tình thân thiện nhé.,2,2
đồ uống chất lượng Mình bảo không(tại mình cũng thích ngọt) cơ mà thực sự là ly này ngọt hơn mình tưởng nhiều T.T giảm ngọt sẽ ngon hơn nhé !,1,2
đồ uống chất lượng Dễ nhất là uống mấy dòng freeze có kèm thạch nhé.,2,2
nhà hàng tổng quát Ai ăn ở quán Tài Phú 1 đều biết hương vị các món ở đây.,2,2
"phục vụ tổng quát Lần đầu tiên ghé quán này ăn cảm giác không gian rất thích vì có kính xung quanh, nhân viên thì cực kì thân thiện và dễ thương luôn, về phần bò thì phải nói là tuyệt cộng thêm sốt rượu vang nữa thì quá chuẩn.",2,2
"không gian tổng quát Lần đầu tiên ghé quán này ăn cảm giác không gian rất thích vì có kính xung quanh, nhân viên thì cực kì thân thiện và dễ thương luôn, về phần bò thì phải nói là tuyệt cộng thêm sốt rượu vang nữa thì quá chuẩn.",2,2
"thức ăn chất lượng Lần đầu tiên ghé quán này ăn cảm giác không gian rất thích vì có kính xung quanh, nhân viên thì cực kì thân thiện và dễ thương luôn, về phần bò thì phải nói là tuyệt cộng thêm sốt rượu vang nữa thì quá chuẩn.",2,2
"thức ăn loại Lần đầu tiên ghé quán này ăn cảm giác không gian rất thích vì có kính xung quanh, nhân viên thì cực kì thân thiện và dễ thương luôn, về phần bò thì phải nói là tuyệt cộng thêm sốt rượu vang nữa thì quá chuẩn.",1,2
phục vụ tổng quát Nhân viên cũng tạm thôi không thấy cười gì cả.,1,1
thức ăn giá tiền 💋 Món ăn và giá cả:Ở đây có suất cháo 1 con ếch 40k và 2 con ếch là 70k.,1,1
thức ăn chất lượng Hôm ý đi siêu thị lotte xong đang đẩy xe đồ để đi về r thì thấy hàng bỏng ở trong đó thơm quá chui vào mua liền à.,2,2
thức ăn loại 1 tô bún cua bò chỉ 15k lại kèm thêm 1 chén cơm nguội ăn kèm.,2,1
thức ăn giá tiền 1 tô bún cua bò chỉ 15k lại kèm thêm 1 chén cơm nguội ăn kèm.,2,1
"phục vụ tổng quát Nhân viên thì bình thường, không vui vẻ lắm.",1,1
đồ uống chất lượng Trân châu mềm có vẻ đúng là tự làm.,2,2
đồ uống loại Nghe mọi ng review nhiều nên mình cũng gọi thử Black tea Machiatto và trân châu đen 50 % đá và 50 % đường size nhỏ.,1,1
"nhà hàng điều khoản khác Grand palace nằm bên trong hẻm, nhưng bên trong to lắm, không bị kẹt xe như white palace vì chỗ giữ xe rộng.",2,2
"vị trí tổng quát Grand palace nằm bên trong hẻm, nhưng bên trong to lắm, không bị kẹt xe như white palace vì chỗ giữ xe rộng.",1,1
"không gian tổng quát Grand palace nằm bên trong hẻm, nhưng bên trong to lắm, không bị kẹt xe như white palace vì chỗ giữ xe rộng.",2,2
"phục vụ tổng quát Mình kêu cookies và matcha, kem ok, bánh ăn ngon mà nhân viên thấy gớm mình không muốn quành lại.",0,0
"thức ăn loại Mình kêu cookies và matcha, kem ok, bánh ăn ngon mà nhân viên thấy gớm mình không muốn quành lại.",1,1
"thức ăn chất lượng Mình kêu cookies và matcha, kem ok, bánh ăn ngon mà nhân viên thấy gớm mình không muốn quành lại.",2,2
phục vụ tổng quát Đồ ăn như kiểu có sẵn vậy gọi vèo cái đã lên.,2,0
thức ăn chất lượng Cay và đậm vừa phải.,2,2
"phục vụ tổng quát Phục vụ khá nhanh chứ k trậm trễ, giá có thể hơi cao với 1 số bạn nhưng rất đáng tiền.",2,2
"nhà hàng giá tiền Phục vụ khá nhanh chứ k trậm trễ, giá có thể hơi cao với 1 số bạn nhưng rất đáng tiền.",0,0
không gian tổng quát Đồ ăn & không gian đều ổn.,2,2
thức ăn chất lượng Đồ ăn & không gian đều ổn.,2,2
vị trí tổng quát Chỉ tiếc quán trong hẻm nhưng cũng dễ thấy quán nhỏ nhưng không gian cảm thấy rất thoải mái.,2,1
không gian tổng quát Chỉ tiếc quán trong hẻm nhưng cũng dễ thấy quán nhỏ nhưng không gian cảm thấy rất thoải mái.,2,1
"không gian tổng quát Không gian bên trong cũng nhỏ, không có lầu đi ngay buổi đông ngồi hơi khó chịu tí bù lại món ăn với nước uống thì khá ngon.",0,0
"đồ uống chất lượng Không gian bên trong cũng nhỏ, không có lầu đi ngay buổi đông ngồi hơi khó chịu tí bù lại món ăn với nước uống thì khá ngon.",2,2
vị trí tổng quát Thật sự ko để ý quán q7 này có trước hay bên kia.,1,1
thức ăn loại Bạn mình gọi phần 300g và sốt tiêu:là con trai mà ăn không hết.,1,1
"thức ăn chất lượng Vị đắng đắng ngọt ngọt tẩy đi cảm giác ngấy của thịt, ăn cùng dâu chua chua không chê vào đâu đc.",2,0
"thức ăn loại Vị đắng đắng ngọt ngọt tẩy đi cảm giác ngấy của thịt, ăn cùng dâu chua chua không chê vào đâu đc.",1,1
"thức ăn loại Ngoài mì sụa khô còn có mì sụa nước, mì sụa bò cay nữa.",1,1
đồ uống chất lượng Cả trà xanh cũng thơm và hài hoà hương vị.,2,2
"không gian tổng quát 💋 Không gian:Quán hơi nóng nhưng rộng rãi, có nhạc nhẹ khá hay.",1,2
"nhà hàng điều khoản khác 💋 Không gian:Quán hơi nóng nhưng rộng rãi, có nhạc nhẹ khá hay.",2,2
"thức ăn loại Lần trước ăn thử toast trà xanh rồi, lần này mình gọi toast dâu, chắc lần sau sẽ thử toast xoài quá, nhìn cũng rất hấp dẫn.",2,2
"đồ uống chất lượng - Trà sữa:bình thường như bao quán khác, không có gì đặc sắc.",1,1
thức ăn chất lượng Chỗ này làm khá cay nên ai ko ăn đc cay thì kêu họ bớt cay lại chút.,1,1
"vị trí tổng quát • Vị trí:Cực kì dễ tìm luôn, cứ Hàm Nghi mà chạy thôi, nằm cùng chiều đường chạy vào Bitexco í mb, mà nằm phía trên này lận gần trường Cao Thắng gì đó.",2,2
"không gian tổng quát Không gian nhìn đẹp, nhạc thì mở nhạc nước ngoài.",2,2
"nhà hàng điều khoản khác Không gian nhìn đẹp, nhạc thì mở nhạc nước ngoài.",1,0
"đồ uống chất lượng Nghe nói nước ép lạnh, uống chai 350ml đã luôn, không ngọt vì không đường, khỏi sợ béo như uống ly trà sữa, giá ở đây tốt đó nha.",2,2
"đồ uống giá tiền Nghe nói nước ép lạnh, uống chai 350ml đã luôn, không ngọt vì không đường, khỏi sợ béo như uống ly trà sữa, giá ở đây tốt đó nha.",2,1
"đồ uống loại Nghe nói nước ép lạnh, uống chai 350ml đã luôn, không ngọt vì không đường, khỏi sợ béo như uống ly trà sữa, giá ở đây tốt đó nha.",1,1
"thức ăn chất lượng ➡️Đồ ăn ở đây rất ngon, đậm đà.",2,2
không gian tổng quát CẢm nhận đầu tiên là view quán rất lịch sự sáng sủa đẹp nữa.,2,2
"phục vụ tổng quát Nhân viên rất lịch sự, cởi mở, thân thiện, luôn tươi cười.",2,2
"đồ uống giá tiền Cốc trà xoài tươi cheese mình có thử ké tí, vị xoài tươi, cheese ngậy, tct giòn:3 nhưng hơi nhạt chút.",2,1
"đồ uống loại Cốc trà xoài tươi cheese mình có thử ké tí, vị xoài tươi, cheese ngậy, tct giòn:3 nhưng hơi nhạt chút.",1,1
"phục vụ tổng quát Giao hàng trên Now thì nhanh, giao đến cũng nguyên vẹn, vẫn còn lạnh và mát.",2,2
"đồ uống chất lượng Giao hàng trên Now thì nhanh, giao đến cũng nguyên vẹn, vẫn còn lạnh và mát.",2,2
"nhà hàng tổng quát Song quán này mới nên trông khang trang sáng sủa hơn, đồ ăn giá vẫn thế, ngon, bổ, rẻ.",2,2
"nhà hàng giá tiền Song quán này mới nên trông khang trang sáng sủa hơn, đồ ăn giá vẫn thế, ngon, bổ, rẻ.",2,2
thức ăn chất lượng Đúng là mì quảng ngon nhất mà từ trước đến giờ mình từng ăn.,2,2
"đồ uống chất lượng Còn Caramel là món yêu thích của mình, vừa có vị ngọt mà còn có vị đắng nhẹ của cafe nữa❤️.",2,2
"thức ăn loại - Thuyền kem ăn k ngon lắm đâu, kem bị nhiều đá và ngọt quá k đặc sắc gì nên mình khuyên đừng gọi kem ở đây ạ.",1,2
"thức ăn chất lượng - Thuyền kem ăn k ngon lắm đâu, kem bị nhiều đá và ngọt quá k đặc sắc gì nên mình khuyên đừng gọi kem ở đây ạ.",1,1
"thức ăn loại - Bánh plan khá nhiều bột, 6 k / cái.",1,0
"thức ăn giá tiền - Bánh plan khá nhiều bột, 6 k / cái.",1,0
"không gian tổng quát Dư dư tiền vô đây ' sống ảo ' thì tuyệt luôn, quán quá đẹp luôn đi mà <3.",2,2
"không gian tổng quát Không gian yên tĩnh hoài cổ phù hợp cho họp gia đình, gặp gỡ bạn cũ.",2,2
thức ăn chất lượng Trứng cũng k được ngon.,0,0
"đồ uống chất lượng Những bạn tập gym / có nhu cầu uống thay bữa ăn thì nên uống nước bên luminus, tiện & nhiều dinh dưỡng !",2,2
phục vụ tổng quát Vẫn chưa có mặc dù order đã 3 lần.,0,0
"thức ăn loại Đồ ăn cũng phong phú nhưng cũng không đặc biệt lắm tại toàn món việt như cơm chiên, súp, nui, mì xào.",1,1
đồ uống giá tiền Trà size M là 59k.,1,1
"không gian tổng quát Không gian ở đây sạch đẹp, thoáng mát.",2,2
phục vụ tổng quát ✔️ Nhân viên:Chị chủ mặt hơi ghê.,0,0
phục vụ tổng quát Thật sự rất sốc khi đây là thương hiệu của Mỹ mà cách phục vụ còn tệ hơn cả cửa hàng của Việt Nam.,0,0
"thức ăn loại Có khoảng 3 cục sườn nhỏ, kim chi.",1,1
"thức ăn chất lượng Vị cay nhưng theo mình hơi nhạt, món ăn cũng bình thường không có gì nổi bật.",1,1
"không gian tổng quát 🍭 Không gian:tầng 1 chọn mua đồ + thanh toán, tầng 2 để ngồi, có điều hoà + wifi 👏🏻👏🏻.",2,1
"nhà hàng điều khoản khác 🍭 Không gian:tầng 1 chọn mua đồ + thanh toán, tầng 2 để ngồi, có điều hoà + wifi 👏🏻👏🏻.",1,1
"thức ăn loại Chỉ khác một cái là ở đây đồ ăn kèm là mắm ruốc Huế, chứ theo như mình biết thì bún riêu phải ăn với mắm tôm mới ngon.",1,1
"đồ uống chất lượng Thức uống ở đây vừa miệng, rất ngon mà giá cả cũng rẻ.",2,2
"đồ uống giá tiền Thức uống ở đây vừa miệng, rất ngon mà giá cả cũng rẻ.",2,2
"thức ăn chất lượng Người ta chủ yếu đến quán để ăn beef steak, còn mình tới quán này chỉ vì...quán có bánh lava :))",2,1
"thức ăn loại Bánh bao xá xíu 7k cái hơi ít nhân nhưng mà nhân nêm nếm ngon miệng ăn 1 cái là muốn ăn cái thứ 2, thứ3.",0,2
"thức ăn giá tiền Bánh bao xá xíu 7k cái hơi ít nhân nhưng mà nhân nêm nếm ngon miệng ăn 1 cái là muốn ăn cái thứ 2, thứ3.",1,1
"thức ăn chất lượng Bánh bao xá xíu 7k cái hơi ít nhân nhưng mà nhân nêm nếm ngon miệng ăn 1 cái là muốn ăn cái thứ 2, thứ3.",2,2
"vị trí tổng quát Chỗ mới dòm sạch sẽ hơn hẳn, và cũng đỡ phải vào hẻm nhiều hơn hẳn, chỉ cần quẹo vào hẻm 393 cách 2-3 căn đầu là thấy rồi.",2,1
"không gian tổng quát Chỗ mới dòm sạch sẽ hơn hẳn, và cũng đỡ phải vào hẻm nhiều hơn hẳn, chỉ cần quẹo vào hẻm 393 cách 2-3 căn đầu là thấy rồi.",2,2
"thức ăn chất lượng * cơ mà vẫn ngon, vẫn chất lượng nha 😚 cái này vị chà bông( pork floss).",2,2
nhà hàng giá tiền - giá hơi cao.,0,0
"thức ăn chất lượng Súp canh sườn bò thì miến cứng, nấu ko chín, cuốn gỏi cứng.",0,2
"đồ uống chất lượng Hôm nọ uống thử trà mận đen thì thấy ôi trời luôn, cứ kiểu như nước chanh chắc do mình uống không quen chứ kh chê gì tenren nha.",1,1
"nhà hàng tổng quát Ghé shop lúc tầm gần 2h trưa, vì là giờ trưa nên vắng khách.",0,1
"đồ uống chất lượng - trà sữa olong ok, ngọt ngọt thơm thơm và cũng nên giảm ngọt nha, chả hiểu sao cốc của mình cứ lẫn mùi vải í uống khó chịu lắm.",1,2
"phục vụ tổng quát Tuy nhiên dạo gần đây đi ăn lại thấy có vẻ hơi xuống, thị không được tươi nữa, món thì ra chậm.",0,0
"thức ăn chất lượng Tuy nhiên dạo gần đây đi ăn lại thấy có vẻ hơi xuống, thị không được tươi nữa, món thì ra chậm.",0,0
"thức ăn loại - Bún Bò ngon, nhiều đồ ăn.",2,2
