text,polarity
KFC nằm trong BigC luôn và có cửa thông ra sthi & bên ngoài. vị trí tổng quát,2
"🍴Mình gọi 2 hủ tiếu khô không gan, về hủ tiếu thì trộn cũng thấm, ăn ổn, nhưng không phải là quá xuất sắc. thức ăn chất lượng",1
Thấy cô chủ có vẻ khó chịu nên khách hàng nhiều người thấy cũng ko được vừa lòng cho lắm. phục vụ tổng quát,0
"Đồ ăn đc tiếp lên liên tục, chả bao giờ hết đâu nên ko sợ hihi. thức ăn loại",2
"Phục vui nhanh, k thân thiện. phục vụ tổng quát",1
"Về thức ăn thì là vậy, chứ mình không thích ghé lại lắm vì quán hơi nhỏ, nhìn hơi dơ nữa. không gian tổng quát",0
"Về thức ăn thì là vậy, chứ mình không thích ghé lại lắm vì quán hơi nhỏ, nhìn hơi dơ nữa. nhà hàng tổng quát",0
"Vệ sinh ổn, sạch sẽ( y). nhà hàng tổng quát",2
Chỗ ngồi khá đẹp sạch sẽ lịch sự nhân viên phục vụ nhiệt tình. không gian tổng quát,2
Chỗ ngồi khá đẹp sạch sẽ lịch sự nhân viên phục vụ nhiệt tình. phục vụ tổng quát,2
Thoạt nhìn thì thấy 2 suất này khá ít. thức ăn loại,0
"Không gian rộng, có sảnh tổ chức tiệc cưới. không gian tổng quát",2
Bát của mình là bát cấp 3 ăn max cay. thức ăn chất lượng,1
"Bạch tuột k dai như các chỗ khác, thịt cũng nhiều loại, có mỡ hoặc k mỡ đều đủ hết nên ăn không bị ngán. thức ăn loại",2
"Bạch tuột k dai như các chỗ khác, thịt cũng nhiều loại, có mỡ hoặc k mỡ đều đủ hết nên ăn không bị ngán. thức ăn chất lượng",1
"Hôm nay tới quán mua lại 1 chai, vẫn ngon vẫn ngọt thanh như bình thường. đồ uống chất lượng",2
Giá cả thì mấy năm cũng không thay đổi. nhà hàng giá tiền,1
👉👉 Đang có KHUYẾN MÃI GIẢM 10 % ĐẾN HẾT THÁNG 11 DÀNH CHO tất cả các loại BEEF STEAK trong menu dưới hình. nhà hàng điều khoản khác,2
"Goky, Tea, Coffee & Juice, Quán Thánh 💯💯💯. nhà hàng tổng quát",1
"- Giá cả:với vị trí ngay Trung tâm thì giá ở quán là chấp nhận được, không quá cao, chất lượng tương xứng giá. vị trí tổng quát",1
"- Giá cả:với vị trí ngay Trung tâm thì giá ở quán là chấp nhận được, không quá cao, chất lượng tương xứng giá. nhà hàng giá tiền",1
Nhưng mình order 3 ly thì lại làm nhầm mất tận 2 ly:v mình hỏi lại bạn ý còn bảo mình gọi món khác mà huhu. phục vụ tổng quát,0
Quán này hình như mới mở và chỉ bán mỗi món cari. nhà hàng tổng quát,1
"Bánh tròn tròn vàng vàng kia thấy bảo là loại mới của năm nay, đc nhập khẩu malaysia. thức ăn loại",2
"Các ông chỉ cần để xe đấy, dắt xe đã có các bạn ý lo :)). phục vụ tổng quát",2
"Lúc trước mỗi khi đi đâu hay muốn mua gì đó biếu hay làm quà cho ai mình suy nghĩ nát óc giờ thì ko cần suy nghĩ nữa cứ allo đặt hàng là có ngay những món quà ngon, chất lượng( Hihi gửi quà cho ai họ cũng khen ngon và gửi mua thêm, hay minh mua sỉ về bán ta 🤔🤔) nhà hàng tổng quát",2
✔ Giữ xe miễn phí. nhà hàng điều khoản khác,2
Mình gọi trà sữa phúc long size vừa 40 ngàn. đồ uống giá tiền,1
Mình gọi trà sữa phúc long size vừa 40 ngàn. đồ uống loại,1
"Sữa chua thơm vị rất vừa, caramen mềm, thơm nhẹ ăn kèm khúc bạch thì bét luôn ý ạ, nên thử caramen khúc bạch nhé. thức ăn chất lượng",2
"Sữa chua thơm vị rất vừa, caramen mềm, thơm nhẹ ăn kèm khúc bạch thì bét luôn ý ạ, nên thử caramen khúc bạch nhé. thức ăn loại",2
Tuy nhiên bạn nào không thích ngọt thì đây sẽ là quán phù hợp. nhà hàng tổng quát,2
"Người mua đông phải xếp hàng, mà cũng nhanh lắm á. nhà hàng tổng quát",1
"Người mua đông phải xếp hàng, mà cũng nhanh lắm á. phục vụ tổng quát",2
Vị chocolate cũng ok nhưng hem rõ vị chocolate lắm. thức ăn chất lượng,1
Nhân trong làm từ sầu riêng tươi luôn thế nên ăn ngon dã man. thức ăn chất lượng,2
Nằm ngay cuối khu chợ trog khu tập thể Kim Liên. vị trí tổng quát,1
"Tên chi mà đẹp đẽ, ' hồng đào ' đến lúc rót ra ly vẫn thấy đẹp ! đồ uống loại",2
Không gian quán rộng mênh mông. không gian tổng quát,2
Có một dãy bày toàn là cốc với chén hem bít ng ta có dùng tới k hay chỉ để trang trí nhg thật sự đẹp đấy. không gian tổng quát,2
Chai nước giá 10k thì phải cũng k nhớ rõ lắm. đồ uống giá tiền,1
Mong quán sẽ cải thiện thái độ phục vụ nhé. phục vụ tổng quát,0
Trong cửa hàng có bán mấy món đồ nữa kute dễ sợ. nhà hàng điều khoản khác,2
"Nhân viên thì cũng ko có vấn đề gì, nhanh nhẹn vui vẻ. phục vụ tổng quát",2
"Trà hoa hồng macchiato 38k cũng bình thường, trà có lẫn xác trà làm mình hơi khó chịu, vị kem béo nhưng không đọng lại gì với mình. đồ uống giá tiền",1
"Trà hoa hồng macchiato 38k cũng bình thường, trà có lẫn xác trà làm mình hơi khó chịu, vị kem béo nhưng không đọng lại gì với mình. đồ uống chất lượng",0
"Ly của mình hơn 50k và hôm đó mình bỏ nguyên một ly, tiếc. đồ uống giá tiền",1
"Ly của mình hơn 50k và hôm đó mình bỏ nguyên một ly, tiếc. đồ uống chất lượng",0
"Cho tới cafe, nước hoa quả, nước gạo. thức ăn loại",1
"75k Saigon heat là nước ép nhiều loại trái cây, nhưng mùi gừng quá nặng nên át hết, chỉ rõ được mùi cam. đồ uống giá tiền",1
"75k Saigon heat là nước ép nhiều loại trái cây, nhưng mùi gừng quá nặng nên át hết, chỉ rõ được mùi cam. đồ uống loại",2
"75k Saigon heat là nước ép nhiều loại trái cây, nhưng mùi gừng quá nặng nên át hết, chỉ rõ được mùi cam. đồ uống chất lượng",1
Nhân viên cũng khá dễ thương tư vấn nước cũng ổn. phục vụ tổng quát,2
Không gian cũng ko đc rộng. không gian tổng quát,1
"Bọn mình gọi xúc xích rán kèm khoai tây nghiền 155k, Outcast Burger bò 155k, dừa 35k, Cocktail ' CooN as a cucumber ' 120k. thức ăn giá tiền",1
"Bọn mình gọi xúc xích rán kèm khoai tây nghiền 155k, Outcast Burger bò 155k, dừa 35k, Cocktail ' CooN as a cucumber ' 120k. thức ăn loại",1
"Bọn mình gọi xúc xích rán kèm khoai tây nghiền 155k, Outcast Burger bò 155k, dừa 35k, Cocktail ' CooN as a cucumber ' 120k. đồ uống loại",1
"Bọn mình gọi xúc xích rán kèm khoai tây nghiền 155k, Outcast Burger bò 155k, dừa 35k, Cocktail ' CooN as a cucumber ' 120k. đồ uống giá tiền",1
"Quán rộng rãi, đẹp, chỗ ngồi tầng 2 thoải mái. không gian tổng quát",2
Tôm to chắc và ngọt. thức ăn loại,2
Tôm to chắc và ngọt. thức ăn chất lượng,2
Mình khá kết vị của nồi lẩu vì siêu ngon. thức ăn chất lượng,2
"Quán cũng dễ tìm, gửi xe trước hẻm nha, có người trông xe luôn nè. vị trí tổng quát",2
"Quán cũng dễ tìm, gửi xe trước hẻm nha, có người trông xe luôn nè. nhà hàng điều khoản khác",1
"Sườn non hầm rất mềm, kim chi nhiều, ngon. thức ăn loại",2
"Sườn non hầm rất mềm, kim chi nhiều, ngon. thức ăn chất lượng",2
Wifi free thì khá chập chờn. nhà hàng điều khoản khác,1
So với các quán khác mình từng ăn thì bò viên ở đây nhỏ hơn. thức ăn loại,0
Mỗi lần thèm đồ biển là cả nhà mình nghĩ ngay đến gió biển. nhà hàng tổng quát,2
"Không gian hẹp, quán đông khách nên mua vè thì tiện hơn. nhà hàng tổng quát",1
"Không gian hẹp, quán đông khách nên mua vè thì tiện hơn. không gian tổng quát",0
Chưa được thứ 2 là pizza và bánh mì phô mai ứ ngon. thức ăn chất lượng,0
Chưa được thứ 2 là pizza và bánh mì phô mai ứ ngon. thức ăn loại,1
"Được refill nước thoải mái( coca, sLrite, panta). đồ uống loại",2
Vẫn ngon như xưa. nhà hàng tổng quát,2
Giá cả thì k chênh giá ngoài là mấy nên chấp nhận dc. nhà hàng giá tiền,1
Hình như có 2 lầu mà mình chỉ ngồi lầu 1. không gian tổng quát,2
Nói chung không gian ổn. không gian tổng quát,2
"Mình uống trà sữa trân châu tím size lớn giảm còn 20, 5 k mà mình đem 120k đưa anh cashier 100k mà hình như không có tiền thối nên anh đó bảo mình đưa 20k thôi =)))) ngại thì thôi luôn tại mình k có tiền lẻ 😣😣😣. đồ uống giá tiền",1
"Mình uống trà sữa trân châu tím size lớn giảm còn 20, 5 k mà mình đem 120k đưa anh cashier 100k mà hình như không có tiền thối nên anh đó bảo mình đưa 20k thôi =)))) ngại thì thôi luôn tại mình k có tiền lẻ 😣😣😣. đồ uống loại",1
Lúc mình đến là khoảng 6h tối mà quán đã khá đông. nhà hàng tổng quát,2
"Mình ord mix berry, bạn mình uống trà sữa olong & trà vải, mix berry pha hơi ngọt chắc do mình không uống ngọt nên không quen, có thạch nhai vui miệng, lần sau nếu uống sẽ dặn pha ít ngọt hơn, 2 món kia mình không thử nhưng bạn mình nhận xét là ok. đồ uống loại",1
"Mình ord mix berry, bạn mình uống trà sữa olong & trà vải, mix berry pha hơi ngọt chắc do mình không uống ngọt nên không quen, có thạch nhai vui miệng, lần sau nếu uống sẽ dặn pha ít ngọt hơn, 2 món kia mình không thử nhưng bạn mình nhận xét là ok. đồ uống chất lượng",1
Tổng bill 700k mà tệ như thế này sao ? nhà hàng giá tiền,1
Tổng bill 700k mà tệ như thế này sao ? nhà hàng tổng quát,0
"Hôm nay ra mình order thử 3 hộp này, đều là nhân sầu riêng cả. thức ăn loại",1
Quán cũng có nhiều món ăn nhưng có lẽ ở đây nổi bật là mì quảng nên mình thấy hầu như mọi người đều kêu mì quảng. thức ăn chất lượng,2
Quán cũng có nhiều món ăn nhưng có lẽ ở đây nổi bật là mì quảng nên mình thấy hầu như mọi người đều kêu mì quảng. thức ăn loại,2
"Hồi trước thịt nhiều, nếu dính phải miếng sườn bé thì sẽ có thêm một miếng nhỏ bên cạnh nữa, giờ thì may rủi thôi. thức ăn loại",1
"Có điểm trừ là món lẫu, phở í, vì trụng nhanh nên không chín, mà cái chỗ trụng trông khá là mất vệ sinh như cái nồi hầm bà lằng. thức ăn chất lượng",0
"Có điểm trừ là món lẫu, phở í, vì trụng nhanh nên không chín, mà cái chỗ trụng trông khá là mất vệ sinh như cái nồi hầm bà lằng. nhà hàng điều khoản khác",0
"Deli 6 ly, đã 100 % đường rồi nhưng vị cũng nhạt. thức ăn chất lượng",0
"Deli 6 ly, đã 100 % đường rồi nhưng vị cũng nhạt. đồ uống loại",1
"Mình thấy không gian rộng rãi sạch sẽ, thức ăn thì tuỳ món ngon or không ngon tuỳ theo khẩu vị của mỗi người, theo mình thì các món ngọt khá ngon, còn những món mặn thì tuỳ món. không gian tổng quát",2
"Mình thấy không gian rộng rãi sạch sẽ, thức ăn thì tuỳ món ngon or không ngon tuỳ theo khẩu vị của mỗi người, theo mình thì các món ngọt khá ngon, còn những món mặn thì tuỳ món. thức ăn chất lượng",1
"Nhân viên:lễ phép, phục vụ đồ nhanh, tư vấn nhiệt tình, ko chèo kéo khách. phục vụ tổng quát",2
Tệ hơn chi nhánh trên làng đại học nữa. nhà hàng tổng quát,0
"Phục vụ khá nhanh thôi, do cả tầng chỉ 2 bạn nhân viên chạy gần 10 bàn thì cũng quá ổn. phục vụ tổng quát",2
"- Thức uống:tsua không ngọt lắm, vị trà khá rõ( mình thích điều này), hợp khẩu vị của mình. đồ uống chất lượng",2
❎ Sao lần nào đi nhân viên cũng không vui vẻ dạ 😢. phục vụ tổng quát,0
Qua tết quán lên giá khoảng 5k mỗi món rồi. nhà hàng giá tiền,1
"Ngoài ra những món khác không có gì đặc biệt nào là heo quay, salad, nộm càng cua, ếch kho, gà xào, cá trứng chiên bột, bánh canh. thức ăn chất lượng",1
"Ngoài ra những món khác không có gì đặc biệt nào là heo quay, salad, nộm càng cua, ếch kho, gà xào, cá trứng chiên bột, bánh canh. thức ăn loại",1
"🌿 Nhưng nước uống.. ý kiến cá nhân mình là đây là món socola đá xây kém ngon nhất mình từng uống huhu quá béo luôn mà có vị cà phê nhiều hơn cacao hay sao á, tóm lại không đậm vị cacao mà mình mong đợi. đồ uống chất lượng",0
"Nhưng miếng thịt lớn và bỏ rất nhiều trong tô bún thêm phần nước lèo được chan lên bún, rải một chút đậu phộng nữa quả là tuyệt vời. thức ăn loại",2
"Nhưng miếng thịt lớn và bỏ rất nhiều trong tô bún thêm phần nước lèo được chan lên bún, rải một chút đậu phộng nữa quả là tuyệt vời. thức ăn chất lượng",2
K biết phải ăn lúc đói k nhưng mình thấy ngon và ấn tượng chỗ này lắm. nhà hàng tổng quát,2
Nhân viên pha chế biết cách tiết chế pha trộn giữa các nguyên liệu tạo nàu sắc đẹp mắt và mùi vị khác biệt cho từng món. đồ uống loại,2
Nhân viên pha chế biết cách tiết chế pha trộn giữa các nguyên liệu tạo nàu sắc đẹp mắt và mùi vị khác biệt cho từng món. đồ uống chất lượng,2
Chả cua ăn khá là ngon nha ăn khá là ngon ngọt nữa 😎😎😎. thức ăn chất lượng,2
"- nhân viên traning chưa kì càng, múc xót trân châh của khách. phục vụ tổng quát",0
"Điểm trừ là gà chỉ được để trong túi giấy chứ không có khay hay đĩa gì cả, hơi bất tiện. nhà hàng điều khoản khác",0
"Đồ ăn thì không phải bàn, ngon xuất sắc từ món chính đến tráng miệng đều ngon. thức ăn chất lượng",2
"Vị trí:đối diện cổng sau của TT chiếu phim quốc gia, quán to rất dễ tìm. không gian tổng quát",2
"Vị trí:đối diện cổng sau của TT chiếu phim quốc gia, quán to rất dễ tìm. vị trí tổng quát",2
Vì quán ở ngay mặt đường nên chỗ để xe bé xíu 😂 . nhà hàng điều khoản khác,0
"Đối với tuỳ người hầu bao thế nào, nhưng với em giá cả trong menu không quá mắc ! nhà hàng giá tiền",2
Freeship quận 1. nhà hàng điều khoản khác,2
Nghe tên rất thú vị nhưng ăn thật sự quá thất vọng. thức ăn chất lượng,0
"Vị trí hơi khuất vì mấy khi đi chơi qua đâu, may được cái còn 2 chiều với gần vườn hoa dễ tìm. vị trí tổng quát",2
❤ Toàn những nhân cơ bản nhg vẫn lun là ngon nhất ! thức ăn chất lượng,2
"Phục vụ nhanh, nhưng có hôm vào gọi mấy món đồ uống, kem vị mình thích lại bảo hết. thức ăn loại",0
"Phục vụ nhanh, nhưng có hôm vào gọi mấy món đồ uống, kem vị mình thích lại bảo hết. phục vụ tổng quát",2
"nước lẩu hơi mặn, thịt bò mềm, ưng nhất đậu hũ non, ăn cảm giác như ăn đậu hũ cốt dừa 🤣🤣. thức ăn chất lượng",2
"nước lẩu hơi mặn, thịt bò mềm, ưng nhất đậu hũ non, ăn cảm giác như ăn đậu hũ cốt dừa 🤣🤣. thức ăn loại",1
Như vậy là 570k. nhà hàng giá tiền,1
Lần nào cũng thấy mỹ mãn. nhà hàng tổng quát,2
"Đồ ăn nguội, thấy để có sò lông nhưng hỏi thì nhân viên bảo hết và thay bằng đậu bắp nướng 😂 thức ăn chất lượng",0
"Đồ ăn nguội, thấy để có sò lông nhưng hỏi thì nhân viên bảo hết và thay bằng đậu bắp nướng 😂 thức ăn loại",0
Mỗi loại sốt là 20k. thức ăn giá tiền,1
"Vị vẫn đậm đà ngon như xưa, nhất định sẽ còn quay lại để thưởng thức. nhà hàng tổng quát",2
"Gà phô mai cay ngon, ít sốt, nước mắm không thấm đều ăn chỗ vừa chỗ nhạt. thức ăn chất lượng",2
"Gà phô mai cay ngon, ít sốt, nước mắm không thấm đều ăn chỗ vừa chỗ nhạt. thức ăn loại",0
Phần có 4 viên kem và kem trái cây. thức ăn loại,1
🌸🌸🌸 TIPS:+ Quán chỗ để xe rất nhỏ nên dự hoặc là bạn sẽ phải đi khá xa gửi mất 3k hoặc là gửi nhờ chú bảo vệ ngay cạnh mất 5k. nhà hàng điều khoản khác,0
"Mình k ăn ớt chuông nên chỉ ăn mỗi bò, bò mềm, nêm nếm ngon, có bơ nữa nên khá thơm và bắt miệng. thức ăn chất lượng",2
Ở đây lúc nào cũng đông nhất là vào dịp cuối tuần. nhà hàng tổng quát,1
"Diện tích quán không rộng lắm, nhân viên nhiệt tình. không gian tổng quát",1
"Diện tích quán không rộng lắm, nhân viên nhiệt tình. phục vụ tổng quát",2
"Quán phục vụ chậm, nv không huyên, hết món không báo khách mà vẫn tính tiền. phục vụ tổng quát",0
"Bún rất ngon, điểm cộng thêm nữa là quán có hũ ớt bột phi dầu bỏ vào nữa thì quá tuyệt vời. thức ăn loại",2
"Bún rất ngon, điểm cộng thêm nữa là quán có hũ ớt bột phi dầu bỏ vào nữa thì quá tuyệt vời. thức ăn chất lượng",2
Có chỗ trượt ván với rock climbing nữa. nhà hàng điều khoản khác,2
"Chất lượng đồ ăn thật lòng nói là bình thường, ko có gì đặc sắc hết. thức ăn chất lượng",1
"* Đại khái là hộp bánh, túi bánh đẹp :)). nhà hàng điều khoản khác",2
Bước vào sẽ là mùi thơm của chanh và xả được nấu lên. không gian tổng quát,2
"Lâu lắm rồi mới uống lại Gongcha, thử lần đầu từ lúc Gongcha mới vào Việt Nam, thấy k ngon góp ý với nhân viên thì bị nói là không biết uống nên buồn quá không dám uống nữa :)). đồ uống chất lượng",0
Các món ở đây giá cả đều bình dân và chất lượng. thức ăn chất lượng,2
Các món ở đây giá cả đều bình dân và chất lượng. thức ăn giá tiền,2
"Mình kêu phần bò số 2 và 3, bưng ra thì phần số 2 có cục patê khá to, trứng nem, xúc xích thì bình thường còn phần chính là thịt bò nhìn khá đen, cứ như bị chín quá. thức ăn loại",2
"Mình kêu phần bò số 2 và 3, bưng ra thì phần số 2 có cục patê khá to, trứng nem, xúc xích thì bình thường còn phần chính là thịt bò nhìn khá đen, cứ như bị chín quá. thức ăn chất lượng",0
"Giá cả của Kichi Kichi thì cũng ổn, mình thấy không rẻ nhưng cũng chả đắt đỏ gì. nhà hàng giá tiền",1
"Có điều tay nghề nhân viên hên xui quá, lúc trà đậm, lúc sữa quá nh =))). phục vụ tổng quát",1
"Có điều tay nghề nhân viên hên xui quá, lúc trà đậm, lúc sữa quá nh =))). đồ uống chất lượng",1
Giá thì cũng k phải quá rẻ. nhà hàng giá tiền,1
Hôm đó trời mưa nhân viên che dù cho đến khi mình mặc xong áo mưa mới vô. phục vụ tổng quát,2
"Thái tea kem phô mai giá size M là 40k, đã có sẵn kem cheese. đồ uống giá tiền",1
"Thái tea kem phô mai giá size M là 40k, đã có sẵn kem cheese. đồ uống loại",2
Rồi quay qua lấy cái bill của mình giao nước cho mình với cái kiểu oành oạch như muốn kiểu:' Làm ơn lấy nước rồi đi nhanh nhanh giùm đi má ơi ' trời ơi mới sáng sớm đã khó chịu quá. phục vụ tổng quát,0
"- Mỳ ý kem béo:cũng thơm, cũng béo nhưng chưa tới, chưa cảm được vị ngon, món này tạm. thức ăn chất lượng",1
Bánh rất giòn thơm ngon đậm vị. thức ăn chất lượng,2
"Điều thích nhất là thực đơn phong phú và đa dạng cho đủ mọi khẩu vị và sở thích, từ món ăn dân dã, tới fastfood, seafood, chè, rau câu, kem, nước. thức ăn loại",2
🍒Đang có chương trình khuyến mãi gì đó nên bạn mình mua cho ăn. nhà hàng điều khoản khác,2
"Trân châu ở đây lạ lạ, day day, cũng ngon mà 10 k / phần cũng xót. đồ uống giá tiền",1
"Trân châu ở đây lạ lạ, day day, cũng ngon mà 10 k / phần cũng xót. đồ uống chất lượng",2
Tips cho phục vụ ở đây không xót tí nào hy hy ! phục vụ tổng quát,2
❤ Giá thành khá cao tuy nhiên vẫn chấp nhận đc :))). nhà hàng giá tiền,0
Phục vụ khá ok tuy nhiên không gian quán hơi nhỏ và nằm ở đoạn đường khá khó kiếm. phục vụ tổng quát,2
Phục vụ khá ok tuy nhiên không gian quán hơi nhỏ và nằm ở đoạn đường khá khó kiếm. không gian tổng quát,0
Phục vụ khá ok tuy nhiên không gian quán hơi nhỏ và nằm ở đoạn đường khá khó kiếm. vị trí tổng quát,0
"Vui lòng nhắc nhở khách hàng nếu hết giờ phục vụ, còn không thì đợi khách về hết bạn nhé, hành động BẤT LỊCH SỰ vô cùng luôn. phục vụ tổng quát",0
"Vừa mới đi tiệc ở đây về, đồ ăn món nào cũng ngon, giá cả lại hợp lí, không gian sang trọng rất thích hợp đại tiệc, họp gia đình. thức ăn chất lượng",2
"Vừa mới đi tiệc ở đây về, đồ ăn món nào cũng ngon, giá cả lại hợp lí, không gian sang trọng rất thích hợp đại tiệc, họp gia đình. nhà hàng giá tiền",2
"Vừa mới đi tiệc ở đây về, đồ ăn món nào cũng ngon, giá cả lại hợp lí, không gian sang trọng rất thích hợp đại tiệc, họp gia đình. không gian tổng quát",2
Nên thành ra lúc đông mà cứ ngồi đợi thì kiểu gì cũng bị bỏ quên👎. phục vụ tổng quát,0
"Giá ở đây hơi cao 1 chút, mình ăn 2 người hết khoảng 650k. nhà hàng giá tiền",0
"à mình đi từ CMT8 Q.3 xong rẽ phải Điện Biên Phủ, để ý xíu bên tay phải thấy đường Lê Ngô Cát, quán nằm bên trái, gần ngã rẽ đó luôn í 😊. vị trí tổng quát",1
"Tuy nhỏ nhỏ thôi nhưng khá nổi bật, nhất là đi vào buổi tối, đèn sáng sáng tự nhiên làm mình muốn vào. không gian tổng quát",1
"Không gian:1 tầng, không rộng lắm, máy lạnh mát mẻ. không gian tổng quát",1
"Không gian:1 tầng, không rộng lắm, máy lạnh mát mẻ. nhà hàng điều khoản khác",2
"Trà sữa ngon nè, đậm vị trà và thơm cả sữa nữa, khẩu vị mình vừa uống á. đồ uống chất lượng",2
"Món ăn ở đây rất ngon, trình bày đẹp. thức ăn chất lượng",2
"Món ăn ở đây rất ngon, trình bày đẹp. thức ăn loại",2
- canh khá ngon. thức ăn chất lượng,2
mình đi cuối tuần nên khá đông. nhà hàng tổng quát,1
Coi menu thấy khá rẻ nên nhào dzô thiệt là hối hận. nhà hàng giá tiền,2
Coi menu thấy khá rẻ nên nhào dzô thiệt là hối hận. nhà hàng tổng quát,0
"Món này ngon lắm nha mấy bạn, trứng vừa chín tới, ăn beo béo. thức ăn chất lượng",2
"order qua delivery rất tiện lợi, khỏi xếp hàng hihi. phục vụ tổng quát",2
"Không gian decor rất đẹp và hiện đại, ngồi ăn bánh nhâm nhi tách trong không gian sang chảnh vầy tha hồ mà sống ảo 😉. không gian tổng quát",2
Mình ấn tượng nhất là gỏi cá 1 con cá mà cuốn ra được khoảng 30 cái ăn mãi không hết chấm kèm nước chấm ăn đậm vị lắm. thức ăn loại,2
Mình ấn tượng nhất là gỏi cá 1 con cá mà cuốn ra được khoảng 30 cái ăn mãi không hết chấm kèm nước chấm ăn đậm vị lắm. thức ăn chất lượng,2
"Đi tới quán tầm 5h chiều, khách quá đông nên phải chờ dài cổ. nhà hàng tổng quát",0
"- Trà sữa hokkaido tc đen 53k nửa đường uống khá ngon, béo béo ngon lắm, ko ngọt nên ko bị ngán. đồ uống chất lượng",2
"- Trà sữa hokkaido tc đen 53k nửa đường uống khá ngon, béo béo ngon lắm, ko ngọt nên ko bị ngán. đồ uống giá tiền",1
"- Trà sữa hokkaido tc đen 53k nửa đường uống khá ngon, béo béo ngon lắm, ko ngọt nên ko bị ngán. đồ uống loại",1
# Giá cả:thì có rẻ hơn kichi kichi nhưng tiền nào của đó thôi. nhà hàng giá tiền,2
Họ mang ra dĩa sườn nhìn thịt đen kiểu vừa chiên dầu lại xong chứ không phải vừa nướng. thức ăn chất lượng,0
Lần đầu ăn ở đây có ấn tượng về số lượng món khá nhiều ăn quài mà không thấy hết ! thức ăn loại,2
Đói bụng mà cứ chờ chờ hoài hết hứng ăn. phục vụ tổng quát,0
"Mình đến vào dịp 8-3, nên nhà hàng cũng thuộc dạng full bàn. nhà hàng tổng quát",1
Điểm trừ nhỏ nhất là hơi khó tìm quán và chỗ để xe hơi nhỏ. vị trí tổng quát,0
Điểm trừ nhỏ nhất là hơi khó tìm quán và chỗ để xe hơi nhỏ. nhà hàng điều khoản khác,0
"Ốc tỏi size vừa chứ không to, ướp đậm đà nên ăn ngon 😙. thức ăn chất lượng",2
"Ốc tỏi size vừa chứ không to, ướp đậm đà nên ăn ngon 😙. thức ăn loại",1
"Quán nằm gần cuối phố hàng trống, khá dễ tìm vì nó khá to, nếu đi từ hướng hàng gai rẽ vào hàng trống thì nó nằm bên tay trái nhé. vị trí tổng quát",2
"Quán nằm gần cuối phố hàng trống, khá dễ tìm vì nó khá to, nếu đi từ hướng hàng gai rẽ vào hàng trống thì nó nằm bên tay trái nhé. không gian tổng quát",2
"Mình cảm thấy quán cũng chỉ ở mức vừa thôi, cũng không đến nỗi chỉ bán view không. nhà hàng tổng quát",1
"Tính ra ăn no nóc bụng mà mỗi ng 150k, vui cả làng. nhà hàng giá tiền",2
☀️ Địa chỉ quán nằm ở tầng B2 cũng dễ nhìn thấy lắm vì lên đây đi ngang qua đập vào mắt luôn nên vào luôn =)))). vị trí tổng quát,2
+ Không gian:cũng ổn. không gian tổng quát,1
Quán vỉa hè nhưng giá 40k thì hơi mắc so với nhiều quán khác. nhà hàng giá tiền,0
"- Giao hàng thì trễ, Giao lộn đơn hàng, order 7 ly mà giao có 6 ly, Thức uống dở, trà vải đắng nghét, ly nào cũng còn xác trà. phục vụ tổng quát",0
"- Giao hàng thì trễ, Giao lộn đơn hàng, order 7 ly mà giao có 6 ly, Thức uống dở, trà vải đắng nghét, ly nào cũng còn xác trà. đồ uống chất lượng",0
"Mình kêu combo đang khuyến mãi là 49k gồm 1 miếng gà, 1 nữa cánh hoặc thanh cá, khoai tay và ly pepsi size vừa. nhà hàng điều khoản khác",2
"Mình kêu combo đang khuyến mãi là 49k gồm 1 miếng gà, 1 nữa cánh hoặc thanh cá, khoai tay và ly pepsi size vừa. thức ăn loại",1
1 ly thế này trung bình 80k lận đó. đồ uống giá tiền,0
"Cá hồi rất tươi và ngon nè, hôm mình ăn quán này chủ yếu thấy người nước ngoài ko hà, việt mình ít lắm. thức ăn chất lượng",2
"Cá hồi rất tươi và ngon nè, hôm mình ăn quán này chủ yếu thấy người nước ngoài ko hà, việt mình ít lắm. nhà hàng tổng quát",1
"Đĩa bò mỹ khá đầy đặn, đĩa ếch siêu to, da giòn thịt nhiều, ngô khoai cũng vậy. thức ăn loại",2
Vì đa số là mua mang về nên quán không đông lắm. nhà hàng tổng quát,1
"Phong cách Nhật 100 %, có TV kênh Nhật luôn nhé. không gian tổng quát",2
Có một điểm trừ là sàn nhà hơi dơ với bàn ghế nhiều bụi bặm. nhà hàng điều khoản khác,0
"Mình hay kêu thêm một phần salad ăn kèm cho đỡ ngán, salad tươi, ngon, beafsteak thì ăn vừa, độ chín tái hợp ý người ăn lắm, sốt cũng vừa miệng không kém. thức ăn chất lượng",2
"Mình hay kêu thêm một phần salad ăn kèm cho đỡ ngán, salad tươi, ngon, beafsteak thì ăn vừa, độ chín tái hợp ý người ăn lắm, sốt cũng vừa miệng không kém. thức ăn loại",1
"Nhân viên:ôi các bạn dễ thương lắm, phục vụ cũng nhanh nữa. phục vụ tổng quát",2
"Mùa Noel năm nay Highlands ra 3 món nước mới nè, có matcha, coffee, cacao luôn. đồ uống loại",2
"Đồ mang về chi khách đầy đủ từ nc dùng, bánh canh, hộp, rau sống, đũa, chanh ớt vs cả khăn ướt nữa. thức ăn loại",2
